,score,variable
123,0.4994636230941034,"['V29', 'V9', 'V27', 'V10', 'V23', 'V25', 'V11', 'V5', 'V7', 'V13', 'V6', 'V2', 'V21', 'V12', 'V24', 'V19', 'V1', 'V4', 'V22', 'V3']"
124,0.5486967093471424,"['V19', 'V30', 'V21', 'V7', 'V12', 'V14', 'V9', 'V11', 'V22', 'V23', 'V24', 'V3', 'V17', 'V13', 'V27', 'V20', 'V6', 'V4', 'V26', 'V10']"
125,0.8112731693633506,"['V11', 'V2', 'V25', 'V30', 'V18', 'V23', 'V21', 'V6', 'V26', 'V16', 'V28', 'V8', 'V14', 'V29', 'V15', 'V24', 'V10', 'V17', 'V12', 'V19']"
126,0.6143408243511944,"['V6', 'V1', 'V10', 'V25', 'V7', 'V26', 'V23', 'V5', 'V24', 'V18', 'V19', 'V11', 'V30', 'V12', 'V9', 'V2', 'V3', 'V4', 'V21', 'V15']"
127,0.7620400831103115,"['V3', 'V9', 'V24', 'V25', 'V12', 'V23', 'V28', 'V16', 'V29', 'V14', 'V10', 'V30', 'V13', 'V15', 'V7', 'V20', 'V1', 'V17', 'V5', 'V11']"
128,0.4994636230941034,"['V1', 'V13', 'V21', 'V22', 'V11', 'V25', 'V19', 'V27', 'V24', 'V18', 'V10', 'V9', 'V20', 'V17', 'V23', 'V5', 'V26', 'V2', 'V29', 'V16']"
129,0.7292180256082854,"['V12', 'V19', 'V8', 'V26', 'V28', 'V3', 'V14', 'V9', 'V16', 'V11', 'V24', 'V27', 'V1', 'V17', 'V6', 'V21', 'V29', 'V18', 'V7', 'V20']"
130,0.6143408243511944,"['V19', 'V20', 'V13', 'V27', 'V14', 'V2', 'V3', 'V12', 'V21', 'V29', 'V17', 'V24', 'V30', 'V1', 'V4', 'V18', 'V5', 'V6', 'V22', 'V15']"
131,0.5322856805961294,"['V25', 'V16', 'V7', 'V12', 'V8', 'V1', 'V21', 'V23', 'V26', 'V14', 'V24', 'V9', 'V10', 'V13', 'V29', 'V18', 'V27', 'V20', 'V28', 'V2']"
132,0.6307518531022074,"['V14', 'V17', 'V15', 'V4', 'V30', 'V28', 'V29', 'V19', 'V27', 'V18', 'V23', 'V16', 'V24', 'V2', 'V21', 'V1', 'V6', 'V22', 'V20', 'V5']"
133,0.7128069968572724,"['V13', 'V28', 'V19', 'V27', 'V2', 'V24', 'V3', 'V21', 'V26', 'V15', 'V18', 'V30', 'V17', 'V8', 'V29', 'V11', 'V16', 'V1', 'V4', 'V9']"
134,0.7128069968572724,"['V4', 'V8', 'V29', 'V12', 'V20', 'V16', 'V5', 'V14', 'V15', 'V19', 'V22', 'V17', 'V13', 'V24', 'V1', 'V23', 'V11', 'V9', 'V2', 'V27']"
135,0.5979297956001814,"['V25', 'V30', 'V10', 'V16', 'V29', 'V14', 'V27', 'V21', 'V2', 'V19', 'V1', 'V18', 'V23', 'V4', 'V13', 'V6', 'V26', 'V8', 'V28', 'V7']"
136,0.5322856805961294,"['V8', 'V30', 'V4', 'V25', 'V15', 'V12', 'V14', 'V20', 'V19', 'V22', 'V13', 'V21', 'V24', 'V27', 'V28', 'V2', 'V9', 'V18', 'V3', 'V23']"
137,0.5322856805961294,"['V12', 'V14', 'V22', 'V28', 'V17', 'V30', 'V19', 'V15', 'V20', 'V3', 'V21', 'V18', 'V13', 'V5', 'V4', 'V6', 'V29', 'V1', 'V7', 'V8']"
138,0.7784511118613244,"['V13', 'V5', 'V28', 'V18', 'V6', 'V4', 'V23', 'V11', 'V19', 'V7', 'V26', 'V24', 'V9', 'V16', 'V25', 'V14', 'V29', 'V21', 'V15', 'V12']"
139,0.6799849393552464,"['V2', 'V27', 'V9', 'V15', 'V10', 'V7', 'V23', 'V24', 'V20', 'V18', 'V8', 'V13', 'V17', 'V5', 'V16', 'V1', 'V29', 'V12', 'V26', 'V22']"
140,0.7128069968572724,"['V19', 'V12', 'V13', 'V17', 'V24', 'V9', 'V6', 'V7', 'V11', 'V4', 'V3', 'V28', 'V30', 'V8', 'V16', 'V10', 'V25', 'V23', 'V20', 'V14']"
141,0.6143408243511944,"['V16', 'V23', 'V13', 'V29', 'V26', 'V17', 'V30', 'V18', 'V6', 'V4', 'V27', 'V3', 'V15', 'V5', 'V8', 'V21', 'V24', 'V20', 'V1', 'V14']"
142,0.6471628818532205,"['V18', 'V11', 'V5', 'V24', 'V3', 'V10', 'V1', 'V21', 'V20', 'V17', 'V25', 'V13', 'V8', 'V15', 'V16', 'V9', 'V30', 'V26', 'V6', 'V22']"
143,0.6307518531022074,"['V23', 'V19', 'V24', 'V11', 'V21', 'V5', 'V22', 'V30', 'V27', 'V13', 'V14', 'V15', 'V3', 'V20', 'V26', 'V1', 'V2', 'V29', 'V17', 'V16']"
144,0.4994636230941034,"['V23', 'V17', 'V20', 'V21', 'V8', 'V19', 'V1', 'V26', 'V12', 'V27', 'V24', 'V10', 'V14', 'V25', 'V2', 'V16', 'V30', 'V5', 'V11', 'V22']"
145,0.5662094353779779,"['V20', 'V6', 'V21', 'V11', 'V29', 'V10', 'V7', 'V18', 'V30', 'V3', 'V1', 'V24', 'V25', 'V13', 'V26', 'V2', 'V27', 'V9', 'V17', 'V22']"
146,0.6471628818532205,"['V26', 'V17', 'V23', 'V22', 'V11', 'V27', 'V19', 'V7', 'V3', 'V8', 'V9', 'V5', 'V16', 'V15', 'V2', 'V4', 'V24', 'V25', 'V14', 'V18']"
147,0.6963959681062595,"['V19', 'V4', 'V27', 'V21', 'V29', 'V28', 'V12', 'V17', 'V24', 'V23', 'V16', 'V26', 'V30', 'V15', 'V3', 'V9', 'V20', 'V18', 'V14', 'V8']"
148,0.5651077380981554,"['V23', 'V9', 'V25', 'V11', 'V16', 'V5', 'V27', 'V15', 'V14', 'V20', 'V19', 'V2', 'V24', 'V28', 'V10', 'V29', 'V22', 'V3', 'V1', 'V17']"
149,0.7128069968572724,"['V5', 'V27', 'V9', 'V3', 'V6', 'V28', 'V19', 'V24', 'V17', 'V13', 'V1', 'V21', 'V11', 'V23', 'V22', 'V12', 'V10', 'V7', 'V20', 'V18']"
150,0.5815187668491684,"['V13', 'V18', 'V3', 'V24', 'V17', 'V12', 'V22', 'V16', 'V1', 'V20', 'V23', 'V29', 'V21', 'V7', 'V30', 'V4', 'V6', 'V27', 'V5', 'V25']"
151,0.6799849393552464,"['V21', 'V15', 'V28', 'V10', 'V14', 'V18', 'V13', 'V24', 'V17', 'V7', 'V29', 'V27', 'V3', 'V30', 'V23', 'V1', 'V19', 'V16', 'V20', 'V9']"
